compound.type	class	term	sig.compounds	background.compounds	pval	padj
metabolite	KEGG_pathway	Polyketide sugar unit biosynthesis [map00523]	0	0	1	1
metabolite	KEGG_pathway	Acarbose and validamycin biosynthesis [map00525]	0	0	1	1
metabolite	KEGG_pathway	Glycosaminoglycan degradation [map00531]	0	0	1	1
metabolite	KEGG_pathway	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [map00532]	0	0	1	1
metabolite	KEGG_pathway	Glycosaminoglycan biosynthesis - heparan sulfate / heparin [map00534]	0	0	1	1
metabolite	KEGG_pathway	Glycerolipid metabolism [map00561]	0	2	1	1
metabolite	KEGG_pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [map00563]	0	0	1	1
metabolite	KEGG_pathway	Glycerophospholipid metabolism [map00564]	0	2	1	1
metabolite	KEGG_pathway	Ether lipid metabolism [map00565]	0	0	1	1
metabolite	KEGG_pathway	Lipoarabinomannan (LAM) biosynthesis [map00571]	0	0	1	1
metabolite	KEGG_pathway	Arabinogalactan biosynthesis - Mycobacterium [map00572]	0	0	1	1
metabolite	KEGG_pathway	Arachidonic acid metabolism [map00590]	0	1	1	1
metabolite	KEGG_pathway	Linoleic acid metabolism [map00591]	0	1	1	1
metabolite	KEGG_pathway	alpha-Linolenic acid metabolism [map00592]	0	0	1	1
metabolite	KEGG_pathway	Sphingolipid metabolism [map00600]	0	2	1	1
metabolite	KEGG_pathway	Dioxin degradation [map00621]	0	1	1	1
metabolite	KEGG_pathway	Xylene degradation [map00622]	0	0	1	1
metabolite	KEGG_pathway	Toluene degradation [map00623]	0	1	1	1
metabolite	KEGG_pathway	Polycyclic aromatic hydrocarbon degradation [map00624]	0	0	1	1
metabolite	KEGG_pathway	Naphthalene degradation [map00626]	0	0	1	1
metabolite	KEGG_pathway	Aminobenzoate degradation [map00627]	0	1	1	1
metabolite	KEGG_pathway	Nitrotoluene degradation [map00633]	0	0	1	1
metabolite	KEGG_pathway	Propanoate metabolism [map00640]	0	1	1	1
metabolite	KEGG_pathway	Ethylbenzene degradation [map00642]	0	0	1	1
metabolite	KEGG_pathway	One carbon pool by folate [map00670]	0	0	1	1
metabolite	KEGG_pathway	Carbon fixation in photosynthetic organisms [map00710]	0	2	1	1
metabolite	KEGG_pathway	Riboflavin metabolism [map00740]	0	0	1	1
metabolite	KEGG_pathway	Vitamin B6 metabolism [map00750]	0	0	1	1
metabolite	KEGG_pathway	Lipoic acid metabolism [map00785]	0	0	1	1
metabolite	KEGG_pathway	Folate biosynthesis [map00790]	0	0	1	1
metabolite	KEGG_pathway	Retinol metabolism [map00830]	0	0	1	1
metabolite	KEGG_pathway	Terpenoid backbone biosynthesis [map00900]	0	0	1	1
metabolite	KEGG_pathway	Indole alkaloid biosynthesis [map00901]	0	1	1	1
metabolite	KEGG_pathway	Monoterpenoid biosynthesis [map00902]	0	0	1	1
metabolite	KEGG_pathway	Limonene and pinene degradation [map00903]	0	0	1	1
metabolite	KEGG_pathway	Diterpenoid biosynthesis [map00904]	0	0	1	1
metabolite	KEGG_pathway	Brassinosteroid biosynthesis [map00905]	0	0	1	1
metabolite	KEGG_pathway	Carotenoid biosynthesis [map00906]	0	0	1	1
metabolite	KEGG_pathway	Zeatin biosynthesis [map00908]	0	1	1	1
metabolite	KEGG_pathway	Sesquiterpenoid and triterpenoid biosynthesis [map00909]	0	0	1	1
metabolite	KEGG_pathway	Sulfur metabolism [map00920]	0	3	1	1
metabolite	KEGG_pathway	Caprolactam degradation [map00930]	0	0	1	1
metabolite	KEGG_pathway	Flavonoid biosynthesis [map00941]	0	0	1	1
metabolite	KEGG_pathway	Anthocyanin biosynthesis [map00942]	0	0	1	1
metabolite	KEGG_pathway	Isoflavonoid biosynthesis [map00943]	0	0	1	1
metabolite	KEGG_pathway	Flavone and flavonol biosynthesis [map00944]	0	0	1	1
metabolite	KEGG_pathway	Stilbenoid, diarylheptanoid and gingerol biosynthesis [map00945]	0	0	1	1
metabolite	KEGG_pathway	Metabolism of xenobiotics by cytochrome P450 [map00980]	0	0	1	1
metabolite	KEGG_pathway	Insect hormone biosynthesis [map00981]	0	1	1	1
metabolite	KEGG_pathway	Drug metabolism - cytochrome P450 [map00982]	0	0	1	1
metabolite	KEGG_pathway	Drug metabolism - other enzymes [map00983]	0	0	1	1
metabolite	KEGG_pathway	Steroid degradation [map00984]	0	1	1	1
metabolite	KEGG_pathway	Biosynthesis of various secondary metabolites - part 1 [map00999]	0	0	1	1
metabolite	KEGG_pathway	Biosynthesis of ansamycins [map01051]	0	0	1	1
metabolite	KEGG_pathway	Type I polyketide structures [map01052]	0	0	1	1
metabolite	KEGG_pathway	Biosynthesis of siderophore group nonribosomal peptides [map01053]	0	1	1	1
metabolite	KEGG_pathway	Nonribosomal peptide structures [map01054]	0	0	1	1
metabolite	KEGG_pathway	Biosynthesis of type II polyketide backbone [map01056]	0	0	1	1
metabolite	KEGG_pathway	Biosynthesis of type II polyketide products [map01057]	0	0	1	1
metabolite	KEGG_pathway	Acridone alkaloid biosynthesis [map01058]	0	0	1	1
metabolite	KEGG_pathway	Fatty acid metabolism [map01212]	0	1	1	1
metabolite	KEGG_pathway	beta-Lactam resistance [map01501]	0	0	1	1
metabolite	KEGG_pathway	Cationic antimicrobial peptide (CAMP) resistance [map01503]	0	1	1	1
metabolite	KEGG_pathway	EGFR tyrosine kinase inhibitor resistance [map01521]	0	0	1	1
metabolite	KEGG_pathway	Endocrine resistance [map01522]	0	0	1	1
metabolite	KEGG_pathway	Antifolate resistance [map01523]	0	1	1	1
metabolite	KEGG_pathway	Biofilm formation - Pseudomonas aeruginosa [map02025]	0	0	1	1
metabolite	KEGG_pathway	Biofilm formation - Escherichia coli [map02026]	0	1	1	1
metabolite	KEGG_pathway	Bacterial chemotaxis [map02030]	0	3	1	1
metabolite	KEGG_pathway	RNA transport [map03013]	0	0	1	1
metabolite	KEGG_pathway	Bacterial secretion system [map03070]	0	0	1	1
metabolite	KEGG_pathway	PPAR signaling pathway [map03320]	0	0	1	1
metabolite	KEGG_pathway	MAPK signaling pathway [map04010]	0	0	1	1
metabolite	KEGG_pathway	ErbB signaling pathway [map04012]	0	0	1	1
metabolite	KEGG_pathway	Ras signaling pathway [map04014]	0	0	1	1
metabolite	KEGG_pathway	Rap1 signaling pathway [map04015]	0	0	1	1
metabolite	KEGG_pathway	Calcium signaling pathway [map04020]	0	0	1	1
metabolite	KEGG_pathway	cGMP-PKG signaling pathway [map04022]	0	1	1	1
metabolite	KEGG_pathway	cAMP signaling pathway [map04024]	0	1	1	1
metabolite	KEGG_pathway	Chemokine signaling pathway [map04062]	0	0	1	1
metabolite	KEGG_pathway	NF-kappa B signaling pathway [map04064]	0	0	1	1
metabolite	KEGG_pathway	HIF-1 signaling pathway [map04066]	0	0	1	1
metabolite	KEGG_pathway	Sphingolipid signaling pathway [map04071]	0	3	1	1
metabolite	KEGG_pathway	Plant hormone signal transduction [map04075]	0	0	1	1
metabolite	KEGG_pathway	Cell cycle - Caulobacter [map04112]	0	0	1	1
metabolite	KEGG_pathway	Meiosis - yeast [map04113]	0	0	1	1
metabolite	KEGG_pathway	Oocyte meiosis [map04114]	0	0	1	1
metabolite	KEGG_pathway	Sulfur relay system [map04122]	0	1	1	1
metabolite	KEGG_pathway	Autophagy - other [map04136]	0	0	1	1
metabolite	KEGG_pathway	Autophagy - yeast [map04138]	0	0	1	1
metabolite	KEGG_pathway	Autophagy - animal [map04140]	0	0	1	1
metabolite	KEGG_pathway	Protein processing in endoplasmic reticulum [map04141]	0	0	1	1
metabolite	KEGG_pathway	Lysosome [map04142]	0	0	1	1
metabolite	KEGG_pathway	Endocytosis [map04144]	0	0	1	1
metabolite	KEGG_pathway	Phagosome [map04145]	0	0	1	1
metabolite	KEGG_pathway	mTOR signaling pathway [map04150]	0	1	1	1
metabolite	KEGG_pathway	PI3K-Akt signaling pathway [map04151]	0	0	1	1
metabolite	KEGG_pathway	AMPK signaling pathway [map04152]	0	0	1	1
metabolite	KEGG_pathway	Apoptosis [map04210]	0	0	1	1
metabolite	KEGG_pathway	Longevity regulating pathway [map04211]	0	0	1	1
metabolite	KEGG_pathway	Longevity regulating pathway - worm [map04212]	0	1	1	1
metabolite	KEGG_pathway	Longevity regulating pathway - multiple species [map04213]	0	0	1	1
metabolite	KEGG_pathway	Apoptosis - fly [map04214]	0	0	1	1
metabolite	KEGG_pathway	Necroptosis [map04217]	0	1	1	1
metabolite	KEGG_pathway	Cellular senescence [map04218]	0	0	1	1
metabolite	KEGG_pathway	Cardiac muscle contraction [map04260]	0	0	1	1
metabolite	KEGG_pathway	Adrenergic signaling in cardiomyocytes [map04261]	0	0	1	1
metabolite	KEGG_pathway	Vascular smooth muscle contraction [map04270]	0	2	1	1
metabolite	KEGG_pathway	Wnt signaling pathway [map04310]	0	0	1	1
metabolite	KEGG_pathway	Hedgehog signaling pathway [map04340]	0	0	1	1
metabolite	KEGG_pathway	Axon guidance [map04360]	0	0	1	1
metabolite	KEGG_pathway	Axon regeneration [map04361]	0	1	1	1
metabolite	KEGG_pathway	VEGF signaling pathway [map04370]	0	0	1	1
metabolite	KEGG_pathway	Apelin signaling pathway [map04371]	0	0	1	1
metabolite	KEGG_pathway	Osteoclast differentiation [map04380]	0	0	1	1
metabolite	KEGG_pathway	Focal adhesion [map04510]	0	0	1	1
metabolite	KEGG_pathway	Tight junction [map04530]	0	0	1	1
metabolite	KEGG_pathway	Complement and coagulation cascades [map04610]	0	0	1	1
metabolite	KEGG_pathway	Platelet activation [map04611]	0	1	1	1
metabolite	KEGG_pathway	Renin-angiotensin system [map04614]	0	0	1	1
metabolite	KEGG_pathway	NOD-like receptor signaling pathway [map04621]	0	0	1	1
metabolite	KEGG_pathway	Cytosolic DNA-sensing pathway [map04623]	0	0	1	1
metabolite	KEGG_pathway	Toll and Imd signaling pathway [map04624]	0	0	1	1
metabolite	KEGG_pathway	C-type lectin receptor signaling pathway [map04625]	0	0	1	1
metabolite	KEGG_pathway	Plant-pathogen interaction [map04626]	0	0	1	1
metabolite	KEGG_pathway	Natural killer cell mediated cytotoxicity [map04650]	0	0	1	1
metabolite	KEGG_pathway	Th1 and Th2 cell differentiation [map04658]	0	0	1	1
metabolite	KEGG_pathway	Th17 cell differentiation [map04659]	0	0	1	1
metabolite	KEGG_pathway	T cell receptor signaling pathway [map04660]	0	0	1	1
metabolite	KEGG_pathway	B cell receptor signaling pathway [map04662]	0	0	1	1
metabolite	KEGG_pathway	Fc epsilon RI signaling pathway [map04664]	0	1	1	1
metabolite	KEGG_pathway	Fc gamma R-mediated phagocytosis [map04666]	0	1	1	1
metabolite	KEGG_pathway	Leukocyte transendothelial migration [map04670]	0	0	1	1
metabolite	KEGG_pathway	Intestinal immune network for IgA production [map04672]	0	0	1	1
metabolite	KEGG_pathway	Circadian rhythm [map04710]	0	0	1	1
metabolite	KEGG_pathway	Thermogenesis [map04714]	0	1	1	1
metabolite	KEGG_pathway	Neurotrophin signaling pathway [map04722]	0	0	1	1
metabolite	KEGG_pathway	Cholinergic synapse [map04725]	0	0	1	1
metabolite	KEGG_pathway	Serotonergic synapse [map04726]	0	2	1	1
metabolite	KEGG_pathway	Olfactory transduction [map04740]	0	0	1	1
metabolite	KEGG_pathway	Phototransduction [map04744]	0	0	1	1
metabolite	KEGG_pathway	Phototransduction - fly [map04745]	0	2	1	1
metabolite	KEGG_pathway	Inflammatory mediator regulation of TRP channels [map04750]	0	1	1	1
metabolite	KEGG_pathway	Regulation of actin cytoskeleton [map04810]	0	0	1	1
metabolite	KEGG_pathway	Insulin signaling pathway [map04910]	0	0	1	1
metabolite	KEGG_pathway	GnRH signaling pathway [map04912]	0	1	1	1
metabolite	KEGG_pathway	Ovarian steroidogenesis [map04913]	0	2	1	1
metabolite	KEGG_pathway	Progesterone-mediated oocyte maturation [map04914]	0	0	1	1
metabolite	KEGG_pathway	Estrogen signaling pathway [map04915]	0	0	1	1
metabolite	KEGG_pathway	Thyroid hormone signaling pathway [map04919]	0	0	1	1
metabolite	KEGG_pathway	Adipocytokine signaling pathway [map04920]	0	0	1	1
metabolite	KEGG_pathway	Oxytocin signaling pathway [map04921]	0	1	1	1
metabolite	KEGG_pathway	Regulation of lipolysis in adipocytes [map04923]	0	3	1	1
metabolite	KEGG_pathway	Renin secretion [map04924]	0	1	1	1
metabolite	KEGG_pathway	Aldosterone synthesis and secretion [map04925]	0	2	1	1
metabolite	KEGG_pathway	Relaxin signaling pathway [map04926]	0	0	1	1
metabolite	KEGG_pathway	Cortisol synthesis and secretion [map04927]	0	1	1	1
metabolite	KEGG_pathway	GnRH secretion [map04929]	0	0	1	1
metabolite	KEGG_pathway	Type II diabetes mellitus [map04930]	0	0	1	1
metabolite	KEGG_pathway	Non-alcoholic fatty liver disease [map04932]	0	0	1	1
metabolite	KEGG_pathway	AGE-RAGE signaling pathway in diabetic complications [map04933]	0	0	1	1
metabolite	KEGG_pathway	Cushing syndrome [map04934]	0	1	1	1
metabolite	KEGG_pathway	Growth hormone synthesis, secretion and action [map04935]	0	0	1	1
metabolite	KEGG_pathway	Type I diabetes mellitus [map04940]	0	0	1	1
metabolite	KEGG_pathway	Aldosterone-regulated sodium reabsorption [map04960]	0	0	1	1
metabolite	KEGG_pathway	Endocrine and other factor-regulated calcium reabsorption [map04961]	0	0	1	1
metabolite	KEGG_pathway	Vasopressin-regulated water reabsorption [map04962]	0	0	1	1
metabolite	KEGG_pathway	Collecting duct acid secretion [map04966]	0	0	1	1
metabolite	KEGG_pathway	Salivary secretion [map04970]	0	0	1	1
metabolite	KEGG_pathway	Gastric acid secretion [map04971]	0	0	1	1
metabolite	KEGG_pathway	Pancreatic secretion [map04972]	0	0	1	1
metabolite	KEGG_pathway	Fat digestion and absorption [map04975]	0	1	1	1
metabolite	KEGG_pathway	Bile secretion [map04976]	0	2	1	1
metabolite	KEGG_pathway	Vitamin digestion and absorption [map04977]	0	1	1	1
metabolite	KEGG_pathway	Cholesterol metabolism [map04979]	0	1	1	1
metabolite	KEGG_pathway	Alzheimer disease [map05010]	0	0	1	1
metabolite	KEGG_pathway	Prion disease [map05020]	0	0	1	1
metabolite	KEGG_pathway	Morphine addiction [map05032]	0	1	1	1
metabolite	KEGG_pathway	Vibrio cholerae infection [map05110]	0	0	1	1
metabolite	KEGG_pathway	Pathogenic Escherichia coli infection [map05130]	0	0	1	1
metabolite	KEGG_pathway	Salmonella infection [map05132]	0	0	1	1
metabolite	KEGG_pathway	Pertussis [map05133]	0	1	1	1
metabolite	KEGG_pathway	Legionellosis [map05134]	0	0	1	1
metabolite	KEGG_pathway	Yersinia infection [map05135]	0	0	1	1
metabolite	KEGG_pathway	Leishmaniasis [map05140]	0	1	1	1
metabolite	KEGG_pathway	Chagas disease [map05142]	0	0	1	1
metabolite	KEGG_pathway	African trypanosomiasis [map05143]	0	1	1	1
metabolite	KEGG_pathway	Malaria [map05144]	0	0	1	1
metabolite	KEGG_pathway	Toxoplasmosis [map05145]	0	0	1	1
metabolite	KEGG_pathway	Amoebiasis [map05146]	0	1	1	1
metabolite	KEGG_pathway	Staphylococcus aureus infection [map05150]	0	0	1	1
metabolite	KEGG_pathway	Tuberculosis [map05152]	0	0	1	1
metabolite	KEGG_pathway	Hepatitis C [map05160]	0	0	1	1
metabolite	KEGG_pathway	Hepatitis B [map05161]	0	0	1	1
metabolite	KEGG_pathway	Measles [map05162]	0	0	1	1
metabolite	KEGG_pathway	Human cytomegalovirus infection [map05163]	0	0	1	1
metabolite	KEGG_pathway	Influenza A [map05164]	0	0	1	1
metabolite	KEGG_pathway	Human papillomavirus infection [map05165]	0	0	1	1
metabolite	KEGG_pathway	Human T-cell leukemia virus 1 infection [map05166]	0	0	1	1
metabolite	KEGG_pathway	Kaposi sarcoma-associated herpesvirus infection [map05167]	0	0	1	1
metabolite	KEGG_pathway	Herpes simplex virus 1 infection [map05168]	0	0	1	1
metabolite	KEGG_pathway	Epstein-Barr virus infection [map05169]	0	0	1	1
metabolite	KEGG_pathway	Human immunodeficiency virus 1 infection [map05170]	0	0	1	1
metabolite	KEGG_pathway	Chemical carcinogenesis [map05204]	0	0	1	1
metabolite	KEGG_pathway	Proteoglycans in cancer [map05205]	0	0	1	1
metabolite	KEGG_pathway	Colorectal cancer [map05210]	0	0	1	1
metabolite	KEGG_pathway	Pancreatic cancer [map05212]	0	0	1	1
metabolite	KEGG_pathway	Endometrial cancer [map05213]	0	0	1	1
metabolite	KEGG_pathway	Glioma [map05214]	0	0	1	1
metabolite	KEGG_pathway	Prostate cancer [map05215]	0	0	1	1
metabolite	KEGG_pathway	Basal cell carcinoma [map05217]	0	1	1	1
metabolite	KEGG_pathway	Melanoma [map05218]	0	0	1	1
metabolite	KEGG_pathway	Chronic myeloid leukemia [map05220]	0	0	1	1
metabolite	KEGG_pathway	Acute myeloid leukemia [map05221]	0	0	1	1
metabolite	KEGG_pathway	Small cell lung cancer [map05222]	0	0	1	1
metabolite	KEGG_pathway	Non-small cell lung cancer [map05223]	0	0	1	1
metabolite	KEGG_pathway	Breast cancer [map05224]	0	0	1	1
metabolite	KEGG_pathway	Hepatocellular carcinoma [map05225]	0	0	1	1
metabolite	KEGG_pathway	Gastric cancer [map05226]	0	0	1	1
metabolite	KEGG_pathway	Choline metabolism in cancer [map05231]	0	0	1	1
metabolite	KEGG_pathway	PD-L1 expression and PD-1 checkpoint pathway in cancer [map05235]	0	0	1	1
metabolite	KEGG_pathway	Asthma [map05310]	0	0	1	1
metabolite	KEGG_pathway	Autoimmune thyroid disease [map05320]	0	0	1	1
metabolite	KEGG_pathway	Systemic lupus erythematosus [map05322]	0	0	1	1
metabolite	KEGG_pathway	Rheumatoid arthritis [map05323]	0	0	1	1
metabolite	KEGG_pathway	Allograft rejection [map05330]	0	0	1	1
metabolite	KEGG_pathway	Graft-versus-host disease [map05332]	0	0	1	1
metabolite	KEGG_pathway	Hypertrophic cardiomyopathy [map05410]	0	0	1	1
metabolite	KEGG_pathway	Arrhythmogenic right ventricular cardiomyopathy [map05412]	0	0	1	1
metabolite	KEGG_pathway	Dilated cardiomyopathy [map05414]	0	0	1	1
metabolite	KEGG_pathway	Fluid shear stress and atherosclerosis [map05418]	0	0	1	1
metabolite	KEGG_pathway	Penicillins [map07011]	0	0	1	1
metabolite	KEGG_pathway	Cephalosporins - parenteral agents [map07012]	0	0	1	1
metabolite	KEGG_pathway	Cephalosporins - oral agents [map07013]	0	0	1	1
metabolite	KEGG_pathway	Quinolones [map07014]	0	0	1	1
metabolite	KEGG_pathway	Local analgesics [map07015]	0	0	1	1
metabolite	KEGG_pathway	Sulfonamide derivatives - sulfa drugs [map07016]	0	0	1	1
metabolite	KEGG_pathway	Rifamycins [map07023]	0	0	1	1
metabolite	KEGG_pathway	HMG-CoA reductase inhibitors [map07024]	0	0	1	1
metabolite	KEGG_pathway	Antifungal agents [map07026]	0	0	1	1
metabolite	KEGG_pathway	Anxiolytics [map07030]	0	0	1	1
metabolite	KEGG_pathway	Hypnotics [map07032]	0	0	1	1
metabolite	KEGG_pathway	Anticonvulsants [map07033]	0	0	1	1
metabolite	KEGG_pathway	Eicosanoids [map07034]	0	1	1	1
metabolite	KEGG_pathway	Prostaglandins [map07035]	0	0	1	1
metabolite	KEGG_pathway	Antiarrhythmic drugs [map07037]	0	0	1	1
metabolite	KEGG_pathway	Opioid analgesics [map07039]	0	0	1	1
metabolite	KEGG_pathway	Antineoplastics - alkylating agents [map07040]	0	0	1	1
metabolite	KEGG_pathway	Antineoplastics - agents from natural products [map07042]	0	0	1	1
metabolite	KEGG_pathway	Anti-HIV agents [map07053]	0	0	1	1
metabolite	KEGG_pathway	Sulfonamide derivatives - overview [map07055]	0	0	1	1
metabolite	KEGG_pathway	Benzoic acid family [map07110]	0	0	1	1
metabolite	KEGG_pathway	1,2-Diphenyl substitution family [map07112]	0	0	1	1
metabolite	KEGG_pathway	Naphthalene family [map07114]	0	0	1	1
metabolite	KEGG_pathway	Benzodiazepine family [map07117]	0	0	1	1
metabolite	KEGG_pathway	Serotonin receptor agonists/antagonists [map07211]	0	0	1	1
metabolite	KEGG_pathway	Histamine H1 receptor antagonists [map07212]	0	0	1	1
metabolite	KEGG_pathway	beta-Adrenergic receptor agonists/antagonists [map07214]	0	0	1	1
metabolite	KEGG_pathway	Catecholamine transferase inhibitors [map07216]	0	0	1	1
metabolite	KEGG_pathway	Renin-angiotensin system inhibitors [map07217]	0	0	1	1
metabolite	KEGG_pathway	HIV protease inhibitors [map07218]	0	0	1	1
metabolite	KEGG_pathway	Cholinergic and anticholinergic drugs [map07220]	0	0	1	1
metabolite	KEGG_pathway	Nicotinic cholinergic receptor antagonists [map07221]	0	0	1	1
metabolite	KEGG_pathway	Peroxisome proliferator-activated receptor (PPAR) agonists [map07222]	0	0	1	1
metabolite	KEGG_pathway	Opioid receptor agonists/antagonists [map07224]	0	0	1	1
metabolite	KEGG_pathway	Glucocorticoid and mineralocorticoid receptor agonists/antagonists [map07225]	0	0	1	1
metabolite	KEGG_pathway	Progesterone, androgen and estrogen receptor agonists/antagonists [map07226]	0	0	1	1
metabolite	KEGG_pathway	Histamine H2/H3 receptor agonists/antagonists [map07227]	0	0	1	1
metabolite	KEGG_pathway	Angiotensin receptor and endothelin receptor antagonists [map07229]	0	0	1	1
metabolite	KEGG_pathway	GABA-A receptor agonists/antagonists [map07230]	0	0	1	1
metabolite	KEGG_pathway	Potassium channel blocking and opening drugs [map07232]	0	0	1	1
metabolite	KEGG_pathway	N-Methyl-D-aspartic acid (NMDA) receptor antagonists [map07235]	0	0	1	1
